payment_id,internal_number,payment_date,contract_id,counterpart_id,received_rub,paid_rub,operation_type
636,714530463,2023-12-01,324,231,0.0,5280.0,Оплата поставщику
637,714216920,2023-12-01,500,233,0.0,883655.9380000001,Перечисление заработной платы по ведомостям
638,714832998,2023-12-01,501,233,0.0,351.956,Перечисление подотчетному лицу
639,714790826,2023-12-01,606,233,0.0,3368.2000000000003,Перечисление подотчетному лицу
640,714838111,2023-12-01,501,233,0.0,8386.84,Перечисление подотчетному лицу
641,714337180,2023-11-23,330,240,0.0,54010.00000000001,Оплата поставщику
642,714914442,2023-12-01,333,249,0.0,1415.7,Оплата поставщику
643,714763241,2023-12-01,346,277,0.0,5700.0,Оплата поставщику
644,714005872,2023-11-24,298,192,5927.878,0.0,Возврат от поставщика
645,714377059,2023-12-02,500,233,0.0,26477.869000000002,Перечисление заработной платы по ведомостям
646,714517122,2023-12-02,500,233,0.0,78839.145,Перечисление заработной платы по ведомостям
647,714753964,2023-11-29,552,180,0.0,227560.08000000002,Оплата поставщику
648,714373618,2023-11-30,49,72,2243715.1000000006,0.0,Возврат от поставщика
649,714165561,2023-11-27,475,105,65354355.00000001,0.0,Поступления от продажи иностранной валюты
650,714263843,2023-11-27,475,105,0.0,23424500.000000004,Прочие расчеты с контрагентами
651,714764733,2023-12-01,373,6,0.0,6291975.800000001,Оплата поставщику
652,714911224,2023-12-06,206,60,0.0,11132.0,Оплата поставщику
653,714647464,2023-12-06,264,149,0.0,145548.0,Оплата поставщику
654,714811086,2023-12-06,316,217,0.0,133419.0,Оплата поставщику
655,714900570,2023-12-01,53,270,696088.8000000002,0.0,Возврат от поставщика
656,714347518,2023-12-06,345,276,0.0,106020.0,Оплата поставщику
657,714435480,2023-12-07,286,173,0.0,22000.0,Оплата поставщику
658,714678266,2023-12-07,551,175,0.0,4895.814,Уплата налога
659,714992599,2023-12-07,321,226,0.0,6600.000000000001,Оплата поставщику
660,714431235,2023-12-07,500,233,0.0,3144.3280000000004,Перечисление по исполнительному листу работника
661,714964418,2023-12-07,606,233,0.0,426.03000000000003,Перечисление подотчетному лицу
662,714660109,2023-12-07,501,233,0.0,9247.018,Возврат займа контрагенту
663,714795892,2023-12-07,606,233,0.0,880.0000000000001,Перечисление подотчетному лицу
664,714371029,2023-12-07,333,249,0.0,1415.7,Оплата поставщику
665,714986350,2023-12-09,167,9,0.0,5500.0,Оплата поставщику
666,714595684,2023-12-09,235,105,0.0,66.0,Комиссия банка
667,714469901,2023-12-09,235,105,0.0,66.0,Комиссия банка
668,714837098,2023-12-09,235,105,0.0,66.0,Комиссия банка
669,714982939,2023-12-09,235,105,0.0,66.0,Комиссия банка
670,714273989,2023-12-01,56,138,0.0,48021600.0,Оплата поставщику
671,714639108,2023-12-09,280,162,0.0,19250.0,Оплата поставщику
672,714895992,2023-12-09,286,173,0.0,22000.0,Оплата поставщику
673,714654953,2023-12-09,300,194,0.0,18700.0,Оплата поставщику
674,714544008,2023-12-09,501,233,0.0,11000.0,Перечисление подотчетному лицу
675,714422445,2023-12-09,501,233,0.0,22000.0,Перечисление подотчетному лицу
676,714046837,2023-12-12,167,9,0.0,4400.0,Оплата поставщику
677,714856259,2023-12-12,300,194,0.0,18700.0,Оплата поставщику
678,714688964,2023-12-12,317,220,0.0,772.2,Оплата поставщику
679,714430364,2023-12-12,501,233,0.0,8701.0,Перечисление подотчетному лицу
680,714807340,2023-12-12,501,233,0.0,1166.0,Перечисление подотчетному лицу
681,714864402,2023-12-13,501,233,0.0,11000.0,Перечисление подотчетному лицу
682,714711564,2023-12-06,55,127,0.0,8730150.000000002,Оплата поставщику
683,714865433,2023-12-14,300,194,0.0,13200.000000000002,Оплата поставщику
684,714664110,2023-12-07,370,43,0.0,8399062.188000001,Оплата поставщику
685,714759981,2023-12-06,467,64,0.0,13860.000000000002,Оплата поставщику
686,714806739,2023-12-06,467,64,0.0,26400.000000000004,Оплата поставщику
687,714678227,2023-12-06,467,64,0.0,10560.0,Оплата поставщику
688,714216626,2023-12-07,466,64,0.0,59400.00000000001,Оплата поставщику
689,714197326,2023-12-15,235,105,0.0,66.0,Комиссия банка
690,714854127,2023-12-15,315,216,0.0,5478.374000000001,Оплата поставщику
691,714746078,2023-12-15,501,233,0.0,11000.0,Перечисление подотчетному лицу
692,714238359,2023-12-15,606,233,0.0,750.2,Перечисление подотчетному лицу
693,714415819,2023-12-07,58,255,0.0,19360000.000000004,Оплата поставщику
694,714199099,2023-12-16,235,105,0.0,66.0,Комиссия банка
695,714459761,2023-12-08,57,202,0.0,4519680.0,Оплата поставщику
696,714735676,2023-12-16,500,233,0.0,641374.1510000001,Перечисление заработной платы по ведомостям
697,714348985,2023-12-16,500,233,0.0,484152.57000000007,Перечисление заработной платы по ведомостям
698,714058808,2023-12-11,579,250,0.0,3070536.5217093024,Прочее списание
699,714118885,2023-12-11,581,250,0.0,1732757.9115085122,Прочее списание
700,714236409,2023-12-14,49,72,3797887.5000000005,0.0,Возврат от поставщика
701,714684087,2023-12-11,55,127,28314.000000000004,0.0,Возврат от поставщика
702,714171240,2023-12-19,501,233,0.0,11851.070000000002,Перечисление подотчетному лицу
703,714519736,2023-12-19,501,233,0.0,92679.554,Перечисление подотчетному лицу
704,714018492,2023-12-19,501,233,0.0,18150.0,Перечисление подотчетному лицу
705,714128049,2023-12-19,607,233,0.0,11550.000000000002,Прочее списание
706,714695012,2023-12-12,180,27,0.0,51158.42600000001,Оплата поставщику
707,714657269,2023-12-12,180,27,0.0,23100.000000000004,Оплата поставщику
708,714686223,2023-12-12,180,27,0.0,541761.0,Оплата поставщику
709,714405179,2023-12-12,54,67,0.0,3630000.0000000005,Оплата поставщику
710,714077999,2023-12-20,256,130,0.0,90.0,Комиссия банка
711,714883000,2023-12-20,256,130,0.0,540.0,Комиссия банка
712,714994955,2023-12-20,256,130,0.0,1350.0,Комиссия банка
713,714103103,2023-12-20,256,130,0.0,2475.0,Комиссия банка
714,714067843,2023-12-20,256,130,0.0,2700.0,Комиссия банка
715,714719624,2023-12-20,256,130,0.0,3600.0,Комиссия банка
716,714176832,2023-12-20,256,130,0.0,4572.648,Комиссия банка
717,714402697,2023-12-20,562,233,16500000.000000002,0.0,Перевод с другого счета
718,714763198,2023-12-20,562,233,0.0,16500000.000000002,Перевод на другой счет организации
719,714445400,2023-12-21,192,42,0.0,16720.0,Оплата поставщику
720,714848537,2023-12-21,192,42,0.0,16720.0,Оплата поставщику
721,714528395,2023-12-13,381,43,0.0,47190.00000000001,Оплата поставщику
722,714384737,2023-12-13,193,43,0.0,65352.10000000001,Оплата поставщику
723,714741616,2023-12-13,193,43,0.0,247881.81000000003,Оплата поставщику
724,714584503,2023-12-13,193,43,0.0,284183.26200000005,Оплата поставщику
725,714205185,2023-12-13,193,43,0.0,323324.10000000003,Оплата поставщику
726,714848379,2023-12-13,369,43,0.0,679196.8128000002,Оплата поставщику
727,714724614,2023-12-13,381,43,0.0,1378965.4164000002,Оплата поставщику
728,714353548,2023-12-13,376,43,0.0,1653020.1600000001,Оплата поставщику
729,714059228,2023-12-13,193,43,0.0,107683.10300000008,Оплата поставщику
730,714982274,2023-12-13,376,43,0.0,3385852.8000000003,Оплата поставщику
731,714197768,2023-12-13,372,43,0.0,2192966.7804000005,Оплата поставщику
732,714226645,2023-12-13,369,43,0.0,1038857.9872000001,Оплата поставщику
733,714998049,2023-12-13,371,43,0.0,746581.4400000001,Оплата поставщику
734,714361013,2023-12-13,372,43,0.0,771040.2898,Оплата поставщику
735,714436479,2023-12-13,372,43,0.0,771040.2898,Оплата поставщику
736,714046852,2023-12-13,466,64,0.0,44088.0,Оплата поставщику
737,714129190,2023-12-13,54,67,0.0,2420000.0000000005,Оплата поставщику
738,714150819,2023-12-21,256,130,0.0,1890.0,Комиссия банка
739,714140331,2023-12-13,56,138,0.0,1223703.36,Оплата поставщику
740,714108010,2023-12-13,422,142,0.0,16500.0,Оплата поставщику
741,714258543,2023-12-16,50,147,0.0,117612.00000000001,Оплата поставщику
742,714655190,2023-12-13,390,171,0.0,20075.001673640167,Оплата поставщику
743,714481952,2023-12-21,333,249,0.0,1415.7,Оплата поставщику
744,714370201,2023-12-13,583,250,0.0,768375.3,Прочее списание
745,714362078,2023-12-13,58,255,0.0,272008.00000000006,Оплата поставщику
746,714021967,2023-12-22,177,25,0.0,2200.0,Комиссия банка
747,714507606,2023-12-22,177,25,0.0,3300.0000000000005,Комиссия банка
748,714400292,2023-12-22,177,25,0.0,2200.0,Комиссия банка
749,714472357,2023-12-14,438,50,0.0,55842.600000000006,Оплата поставщику
750,714205440,2023-12-14,440,50,0.0,133874.40000000002,Оплата поставщику
751,714956813,2023-12-14,442,50,0.0,407484.0,Оплата поставщику
752,714965801,2023-12-17,198,51,0.0,982130.6220000001,Оплата поставщику
753,714148924,2023-12-14,472,87,0.0,1633500.0000000002,Оплата поставщику
754,714881415,2023-12-14,43,141,0.0,35318.08500000001,Оплата поставщику
755,714301651,2023-12-22,483,155,0.0,1192612.464,Уплата налога
756,714912638,2023-12-22,606,233,0.0,1153.3500000000001,Перечисление подотчетному лицу
757,714945713,2023-12-22,500,233,0.0,711766.55,Перечисление заработной платы по ведомостям
758,714980589,2023-12-22,562,233,0.0,11000.0,Перевод на другой счет организации
759,714487011,2023-12-22,500,233,0.0,204651.271,Перечисление заработной платы по ведомостям
760,714370207,2023-12-22,562,233,11000.0,0.0,Перевод с другого счета
761,714351851,2023-12-22,346,277,0.0,5700.0,Оплата поставщику
762,714488338,2023-12-18,164,6,0.0,1790800.0000000002,Оплата поставщику
763,714163289,2023-12-18,374,6,0.0,757398.2900000002,Оплата поставщику
764,714183093,2023-12-23,501,233,0.0,110000.00000000001,Перечисление подотчетному лицу
765,714224856,2023-12-16,434,36,0.0,172259.85700000002,Оплата поставщику
766,714446342,2023-12-24,337,261,0.0,3315.5,Комиссия банка
767,714734637,2023-12-28,393,1,0.0,729387.1640000001,Прочие расчеты с контрагентами
768,714005695,2024-01-05,235,105,0.0,2200.0,Комиссия банка
769,714847748,2024-01-05,256,130,0.0,1350.0,Комиссия банка
770,714989097,2024-01-05,256,130,0.0,1350.0,Комиссия банка
771,714245547,2024-01-05,279,161,0.0,6540.0,Комиссия банка
772,714139828,2024-01-05,499,161,78329.292,0.0,Прочее поступление
773,714464241,2024-01-05,286,173,0.0,22000.0,Оплата поставщику
774,714602349,2023-12-29,57,202,315247.68,0.0,Возврат от поставщика
775,714934121,2024-01-06,500,233,0.0,33495.0,Перечисление заработной платы по ведомостям
776,714134217,2024-01-06,500,233,0.0,3349.5000000000005,Перечисление заработной платы по ведомостям
777,714674244,2024-01-01,434,36,0.0,427481.8240000001,Оплата поставщику
778,714005622,2024-01-01,381,43,0.0,484524.9552000001,Оплата поставщику
779,714425411,2024-01-01,381,43,0.0,954766.4984000002,Оплата поставщику
780,714842521,2024-01-09,206,60,0.0,11132.0,Оплата поставщику
781,714173825,2024-01-01,501,233,0.0,10252.0,Перечисление подотчетному лицу
782,714921891,2024-01-04,420,142,0.0,20790.0,Оплата поставщику
783,714899435,2024-01-09,551,175,0.0,3796.9910000000004,Уплата налога
784,714542070,2024-01-09,300,194,0.0,22000.0,Оплата поставщику
785,714373691,2024-01-09,317,220,0.0,1986.6000000000001,Оплата поставщику
786,714851327,2024-01-09,321,226,0.0,6600.000000000001,Оплата поставщику
787,714495713,2024-01-09,333,249,0.0,1415.7,Оплата поставщику
788,714235621,2024-01-02,54,67,580316.0000000001,0.0,Возврат от поставщика
789,714516904,2024-01-11,235,105,0.0,550.0,Комиссия банка
790,714934358,2024-01-11,235,105,0.0,2750.0,Комиссия банка
791,714883082,2024-01-12,192,42,0.0,16720.0,Оплата поставщику
792,714846501,2024-01-04,405,109,0.0,0.022000000000000002,Оплата поставщику
793,714932614,2024-01-12,287,176,0.0,8602.473000000002,Оплата поставщику
794,714919670,2024-01-12,316,217,0.0,133419.0,Оплата поставщику
795,714370511,2024-01-12,501,233,0.0,17545.0,Перечисление подотчетному лицу
796,714053107,2024-01-12,501,233,0.0,8861.380000000001,Перечисление подотчетному лицу
797,714585646,2024-01-13,200,53,0.0,18729.744000000002,Оплата поставщику
798,714264135,2024-01-13,253,126,0.0,4555.8,Оплата поставщику
799,714758326,2024-01-13,264,149,0.0,145548.0,Оплата поставщику
800,714163809,2024-01-13,483,155,0.0,22560.0,Уплата налога
801,714611288,2024-01-16,500,233,0.0,288397.4060000001,Перечисление заработной платы по ведомостям
802,714942062,2024-01-16,500,233,0.0,120902.595,Перечисление заработной платы по ведомостям
803,714608220,2024-01-17,279,161,0.0,360.0,Комиссия банка
804,714720652,2024-01-17,501,233,0.0,58789.72,Перечисление подотчетному лицу
805,714056650,2024-01-12,326,235,0.0,495000.00000000006,Оплата поставщику
806,714378045,2024-01-18,279,161,0.0,800.0039999999999,Комиссия банка
807,714857927,2024-01-18,279,161,0.0,159.996,Комиссия банка
808,714983269,2024-01-18,501,233,0.0,5500.0,Перечисление подотчетному лицу
809,714605740,2024-01-18,606,233,0.0,544.2800000000001,Перечисление подотчетному лицу
810,714533629,2024-01-18,501,233,0.0,16036.449000000002,Перечисление подотчетному лицу
811,714098411,2024-01-24,483,155,0.0,1882.8,Уплата налога
812,714720312,2024-01-24,483,155,0.0,1224.0,Уплата налога
813,714874198,2024-01-24,483,155,0.0,566479.032,Уплата налога
814,714830991,2024-01-24,317,220,0.0,910.8000000000001,Оплата поставщику
815,714318300,2024-01-24,333,249,0.0,1415.7,Оплата поставщику
816,714916555,2024-01-20,326,235,0.0,19644.196000000004,Оплата поставщику
817,714740336,2024-01-22,186,36,0.0,36960.0,Оплата поставщику
818,714371412,2024-01-27,200,53,0.0,17384.851000000002,Оплата поставщику
819,714379883,2024-01-27,244,115,0.0,16126.65,Оплата поставщику
820,714294064,2024-01-27,282,165,0.0,362241.00000000006,Оплата поставщику
821,714186101,2024-01-27,286,173,0.0,22000.0,Оплата поставщику
822,714345212,2024-01-27,606,233,0.0,979.5500000000001,Перечисление подотчетному лицу
823,714301159,2024-01-27,337,261,0.0,3315.5,Комиссия банка
824,714515287,2024-01-27,346,277,0.0,5700.0,Оплата поставщику
825,714771110,2024-01-30,235,105,0.0,2200.0,Комиссия банка
826,714762531,2024-01-30,256,130,0.0,1350.0,Комиссия банка
827,714186052,2024-01-30,256,130,0.0,1350.0,Комиссия банка
828,714143868,2024-01-30,279,161,0.0,6540.0,Комиссия банка
829,714998334,2024-01-30,499,161,21939.048,0.0,Прочее поступление
830,714952103,2024-01-31,256,130,0.0,90.0,Комиссия банка
831,714539415,2024-01-31,483,155,0.0,72727.2,Уплата налога
832,714666166,2024-01-31,277,160,0.0,18000.0,Оплата поставщику
833,714759409,2024-01-31,280,162,0.0,9350.0,Оплата поставщику
834,714588993,2024-01-26,51,163,0.0,11845900.000000002,Оплата поставщику
835,714299069,2024-01-31,321,226,0.0,6600.000000000001,Оплата поставщику
836,714205690,2024-02-01,206,60,0.0,11132.0,Оплата поставщику
837,714327950,2024-02-01,551,175,0.0,3248.8610000000003,Уплата налога
838,714773414,2024-02-01,551,175,0.0,56.298,Уплата налога
839,714806966,2024-02-01,500,233,0.0,749871.5620000002,Перечисление заработной платы по ведомостям
840,714412498,2024-02-01,500,233,0.0,205028.219,Перечисление заработной платы по ведомостям
841,714342994,2024-02-01,607,233,0.0,1914.0000000000002,Прочее списание
842,714391030,2024-02-01,501,233,0.0,165000.0,Перечисление подотчетному лицу
843,714818580,2024-02-01,500,233,0.0,42989.716,Перечисление заработной платы по ведомостям
844,714393366,2024-02-01,333,249,0.0,1386.0,Оплата поставщику
845,714893058,2024-02-03,256,130,0.0,180.0,Комиссия банка
846,714913033,2024-01-26,491,155,8504061.115,0.0,Возврат налога
847,714062584,2024-01-26,492,155,7489930.954,0.0,Возврат налога
848,714457648,2024-01-26,495,155,7743464.157000001,0.0,Возврат налога
849,714586246,2024-01-26,493,155,5807598.016,0.0,Возврат налога
850,714844355,2024-01-26,494,155,5459579.752,0.0,Возврат налога
851,714106256,2024-01-29,52,218,0.0,10527000.000000002,Оплата поставщику
852,714787427,2024-02-03,501,233,0.0,22000.0,Перечисление подотчетному лицу
853,714319685,2024-01-29,4,234,0.0,2420000.0000000005,Оплата поставщику
854,714518894,2024-01-29,4,234,0.0,1023856.0200000001,Оплата поставщику
855,714926151,2024-02-06,167,9,0.0,5500.0,Оплата поставщику
856,714677329,2024-02-06,256,130,0.0,90.0,Комиссия банка
857,714043892,2024-02-06,606,233,0.0,683.0120000000001,Перечисление подотчетному лицу
858,714491546,2024-02-07,502,65,0.0,550.0,Уплата налога
859,714544120,2024-02-02,210,68,0.0,815776.5000000001,Оплата поставщику
860,714018944,2024-01-30,496,155,5696766.66952381,0.0,Возврат налога
861,714394705,2024-02-02,51,163,0.0,2542345.5200000005,Оплата поставщику
862,714762859,2024-02-08,287,176,0.0,6768.762000000001,Оплата поставщику
863,714398090,2024-02-03,52,218,0.0,24212.100000000002,Оплата поставщику
864,714675813,2024-02-08,501,233,0.0,3080.451,Перечисление подотчетному лицу
865,714026952,2024-02-05,221,77,0.0,602610.2500000001,Оплата поставщику
866,714442855,2024-02-05,221,77,0.0,228991.89500000005,Оплата поставщику
867,714264533,2024-02-10,286,173,0.0,22000.0,Оплата поставщику
868,714955080,2024-02-10,501,233,0.0,18150.0,Перечисление подотчетному лицу
869,714896845,2024-02-13,170,11,0.0,20240.0,Оплата поставщику
870,714268046,2024-02-13,192,42,0.0,16720.0,Оплата поставщику
871,714484987,2024-02-13,200,53,0.0,13870.879,Оплата поставщику
872,714183256,2024-02-08,458,64,0.0,2640.0,Оплата поставщику
873,714893054,2024-02-08,465,64,0.0,15840.000000000002,Оплата поставщику
874,714254431,2024-02-08,458,64,0.0,7920.000000000001,Оплата поставщику
875,714471938,2024-02-08,458,64,0.0,2640.0,Оплата поставщику
876,714030751,2024-02-08,458,64,0.0,10560.0,Оплата поставщику
877,714058220,2024-02-13,316,217,0.0,133419.0,Оплата поставщику
878,714360293,2024-02-13,317,220,0.0,778.8000000000001,Оплата поставщику
879,714623080,2024-02-11,3,2,14097247.296000002,0.0,Оплата от покупателя
880,714712713,2024-02-11,395,12,0.0,102983.10000000002,Оплата поставщику
881,714206937,2024-02-16,500,233,0.0,165082.5,Перечисление заработной платы по ведомостям
882,714493903,2024-02-16,562,233,0.0,8800.0,Перевод на другой счет организации
883,714709282,2024-02-16,500,233,0.0,553519.175,Перечисление заработной платы по ведомостям
884,714939389,2024-02-16,562,233,8800.0,0.0,Перевод с другого счета
885,714204578,2024-02-15,464,109,0.0,657800.0,Оплата поставщику
886,714968022,2024-02-20,300,194,0.0,44000.0,Оплата поставщику
887,714111339,2024-02-16,211,68,0.0,271925.5,Возврат от поставщика
888,714706748,2024-02-16,289,180,0.0,80315.345,Оплата поставщику
889,714401932,2024-02-21,501,233,0.0,2750.0,Перечисление подотчетному лицу
890,714173900,2024-02-21,336,260,0.0,16150.0,Оплата поставщику
891,714389907,2024-02-22,177,25,0.0,3300.0000000000005,Комиссия банка
892,714805179,2024-02-22,177,25,0.0,2200.0,Комиссия банка
893,714421575,2024-02-22,177,25,0.0,2200.0,Комиссия банка
894,714539557,2024-02-23,244,115,0.0,22577.4,Оплата поставщику
895,714851101,2024-02-18,297,191,0.0,318564.4,Оплата поставщику
896,714069442,2024-02-23,310,208,0.0,33000.0,Перечисление заработной платы работнику
897,714193163,2024-02-23,500,233,0.0,501940.59300000005,Перечисление заработной платы по ведомостям
898,714830449,2024-02-23,501,233,0.0,104072.32,Перечисление подотчетному лицу
899,714954150,2024-02-23,501,233,0.0,9495.53,Перечисление подотчетному лицу
900,714522375,2024-02-24,483,155,0.0,875201.34,Уплата налога
901,714895217,2024-02-24,300,194,0.0,44000.0,Оплата поставщику
902,714867091,2024-02-24,337,261,0.0,3315.5,Комиссия банка
903,714622441,2024-02-27,235,105,0.0,2200.0,Комиссия банка
904,714486788,2024-02-27,256,130,0.0,1350.0,Комиссия банка
905,714035291,2024-02-27,256,130,0.0,1350.0,Комиссия банка
906,714076737,2024-02-27,279,161,0.0,6540.0,Комиссия банка
907,714347162,2024-02-27,499,161,45987.564,0.0,Прочее поступление
908,714161171,2024-02-29,300,194,0.0,11000.0,Оплата поставщику
909,714317830,2024-02-29,500,233,0.0,599276.8650000001,Перечисление заработной платы по ведомостям
910,714683267,2024-02-29,500,233,0.0,5980.700000000001,Перечисление заработной платы работнику
911,714124439,2024-03-01,286,173,0.0,22000.0,Оплата поставщику
912,714836389,2024-03-01,288,179,0.0,2420.0,Оплата поставщику
913,714387171,2024-03-01,300,194,0.0,11000.0,Оплата поставщику
914,714081696,2024-03-01,607,233,0.0,6.6000000000000005,Прочие расчеты с контрагентами
915,714418627,2024-03-01,608,233,0.0,879.989,Перечисление подотчетному лицу
916,714537765,2024-03-01,501,233,0.0,14410.000000000002,Перечисление подотчетному лицу
917,714442249,2024-03-01,333,249,0.0,1518.0000000000002,Оплата поставщику
918,714619223,2024-03-01,336,260,0.0,2565.0,Оплата поставщику
919,714621865,2024-03-01,346,277,0.0,5700.0,Оплата поставщику
920,714140050,2024-03-02,206,60,0.0,11132.0,Оплата поставщику
921,714685336,2024-03-02,300,194,0.0,11000.0,Оплата поставщику
922,714595030,2024-03-02,300,194,0.0,2200.0,Оплата поставщику
923,714148938,2024-03-02,606,233,0.0,158.95000000000002,Перечисление подотчетному лицу
924,714043106,2024-03-05,167,9,0.0,5500.0,Оплата поставщику
925,714692778,2024-03-05,286,173,0.0,33000.0,Оплата поставщику
926,714182092,2024-03-05,501,233,0.0,52250.00000000001,Перечисление подотчетному лицу
927,714700517,2024-03-05,501,233,0.0,77000.0,Перечисление подотчетному лицу
928,714647976,2024-03-05,500,233,0.0,147987.44400000002,Перечисление заработной платы по ведомостям
929,714494034,2024-03-07,264,149,0.0,145548.0,Оплата поставщику
930,714086178,2024-03-07,483,155,0.0,129286.79999999999,Уплата налога
931,714906792,2024-03-07,316,217,0.0,133419.0,Оплата поставщику
932,714248394,2024-03-07,317,220,0.0,778.8000000000001,Оплата поставщику
933,714051661,2024-03-08,300,194,0.0,22000.0,Оплата поставщику
934,714699335,2024-03-09,191,40,0.0,151800.0,Оплата поставщику
935,714970510,2024-03-12,167,9,0.0,11000.0,Оплата поставщику
936,714535918,2024-03-12,253,126,0.0,4968.0,Оплата поставщику
937,714508024,2024-03-07,421,142,0.0,62370.00000000001,Оплата поставщику
938,714994674,2024-03-12,262,144,0.0,30000.0,Оплата поставщику
939,714258135,2024-03-12,551,175,0.0,4458.3,Уплата налога
940,714481562,2024-03-12,501,233,0.0,25300.000000000004,Перечисление подотчетному лицу
941,714131319,2024-03-12,333,249,0.0,1518.0000000000002,Оплата поставщику
942,714806149,2024-03-13,300,194,0.0,11000.0,Оплата поставщику
943,714829147,2024-03-13,501,233,0.0,132000.0,Перечисление подотчетному лицу
944,714241708,2024-03-13,501,233,0.0,33000.0,Перечисление подотчетному лицу
945,714771328,2024-03-14,165,7,0.0,18150.0,Оплата поставщику
946,714175239,2024-03-14,500,233,0.0,372253.805,Перечисление заработной платы по ведомостям
947,714442276,2024-03-14,352,285,0.0,9500.0,Оплата поставщику
948,714627532,2024-03-15,200,53,0.0,21358.634000000002,Оплата поставщику
949,714344292,2024-03-15,243,113,0.0,45000.0,Оплата поставщику
950,714285664,2024-03-15,291,182,0.0,5500.0,Оплата поставщику
951,714627457,2024-03-15,500,233,0.0,34463.990000000005,Перечисление заработной платы работнику
952,714890150,2024-03-15,500,233,0.0,31535.218000000004,Перечисление заработной платы работнику
953,714090445,2024-03-15,500,233,0.0,343142.40400000004,Перечисление заработной платы по ведомостям
954,714638476,2024-03-15,500,233,0.0,23925.000000000004,Перечисление заработной платы работнику
955,714462275,2024-03-11,402,109,0.0,611163.9050000001,Оплата поставщику
956,714853487,2024-03-16,279,161,0.0,560.8439999999999,Комиссия банка
957,714873466,2024-03-16,501,233,0.0,170500.0,Перечисление подотчетному лицу
958,714539211,2024-03-11,472,87,5162.85,0.0,Возврат от поставщика
959,714973636,2024-03-19,292,183,0.0,39732.0,Оплата поставщику
960,714179915,2024-03-20,202,57,0.0,147708.0,Оплата поставщику
961,714420944,2024-03-20,232,99,0.0,2779.348,Оплата поставщику
962,714419212,2024-03-20,483,155,0.0,2369360.784,Уплата налога
963,714538154,2024-03-22,166,8,0.0,8613.0,Оплата поставщику
964,714810903,2024-03-14,60,16,0.0,9827136.0,Оплата поставщику
965,714116670,2024-03-22,279,161,0.0,186.6,Комиссия банка
966,714749123,2024-03-22,501,233,0.0,17105.0,Перечисление подотчетному лицу
967,714243876,2024-03-22,333,249,0.0,1518.0000000000002,Оплата поставщику
968,714345312,2024-03-23,279,161,0.0,290.4,Комиссия банка
969,714913609,2024-03-23,291,182,0.0,27500.000000000004,Оплата поставщику
970,714057420,2024-03-23,501,233,0.0,26620.000000000004,Перечисление подотчетному лицу
971,714947698,2024-03-19,394,12,0.0,202082.10000000003,Оплата поставщику
972,714697459,2024-03-18,497,155,6266443.336476192,0.0,Возврат налога
973,714200552,2024-03-26,337,261,0.0,3315.5,Комиссия банка
974,714324212,2024-03-19,180,27,0.0,92610.16600000001,Оплата поставщику
975,714603295,2024-03-27,206,60,0.0,11132.0,Оплата поставщику
976,714598754,2024-03-27,243,113,0.0,45000.0,Оплата поставщику
977,714568312,2024-03-27,256,130,0.0,1350.0,Комиссия банка
978,714887202,2024-03-27,256,130,0.0,1350.0,Комиссия банка
979,714134285,2024-03-27,483,155,0.0,1060800.0,Уплата налога
980,714466800,2024-03-27,279,161,0.0,6540.0,Комиссия банка
981,714935704,2024-03-27,499,161,56842.57199999999,0.0,Прочее поступление
982,714216560,2024-03-27,280,162,0.0,2750.0,Оплата поставщику
983,714221547,2024-03-27,551,175,0.0,3693.8,Уплата налога
984,714127018,2024-03-27,287,176,0.0,5428.192000000001,Оплата поставщику
985,714282695,2024-03-27,292,183,0.0,154000.0,Оплата поставщику
986,714333280,2024-03-27,317,220,0.0,620.4000000000001,Оплата поставщику
987,714433152,2024-03-27,324,231,0.0,5170.0,Оплата поставщику
988,714166527,2024-03-27,500,233,0.0,975.7,Перечисление подотчетному лицу
989,714242883,2024-03-27,500,233,0.0,465679.43400000007,Перечисление заработной платы по ведомостям
990,714383982,2024-03-27,501,233,0.0,5012.392000000001,Перечисление подотчетному лицу
991,714186610,2024-03-27,501,233,0.0,11770.000000000002,Перечисление подотчетному лицу
992,714614654,2024-03-27,500,233,0.0,61098.45500000001,Перечисление заработной платы работнику
993,714511341,2024-03-27,500,233,0.0,86722.95500000002,Перечисление заработной платы работнику
994,714431630,2024-03-27,346,277,0.0,5700.0,Оплата поставщику
995,714334840,2024-03-23,439,50,0.0,891316.8000000002,Оплата поставщику
996,714518324,2024-03-29,213,70,0.0,4180.0,Оплата поставщику
997,714166994,2024-03-29,232,99,0.0,1234.3760000000002,Оплата поставщику
998,714434648,2024-03-24,59,112,0.0,264000.00000000006,Оплата поставщику
999,714898444,2024-03-29,301,195,0.0,52529.312000000005,Оплата поставщику
1000,714633924,2024-03-29,314,215,0.0,104500.00000000001,Оплата поставщику
1001,714459850,2024-03-30,223,78,0.0,29177.500000000004,Оплата поставщику
1002,714538548,2024-03-25,59,112,0.0,13200000.000000002,Оплата поставщику
1003,714883195,2024-03-30,501,233,0.0,132000.0,Перечисление подотчетному лицу
1004,714087889,2024-03-30,501,233,0.0,33000.0,Перечисление подотчетному лицу
1005,714962438,2024-04-02,501,233,0.0,12690.7,Перечисление подотчетному лицу
1006,714869000,2024-04-02,500,233,0.0,25836.481,Перечисление заработной платы по ведомостям
1007,714669514,2024-04-02,501,233,0.0,53309.3,Перечисление подотчетному лицу
